step,idxlist,knobs,time_since_start,runtime0,runtime1,runtime2,p990,p991,p992,avg0,avg1,avg2
10,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,7031.0,4150.364977952329,3729.202983571726,3515.6771985481773,87539.0,95174.0,87591.0,9598.0,10686.0,11332.0
11,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,8290.0,4150.364977952329,3729.202983571726,3515.6771985481773,87539.0,95174.0,87591.0,9598.0,10686.0,11332.0
12,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,9445.0,4150.364977952329,3729.202983571726,3515.6771985481773,87539.0,95174.0,87591.0,9598.0,10686.0,11332.0
13,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,10793.0,4150.364977952329,3729.202983571726,3515.6771985481773,87539.0,95174.0,87591.0,9598.0,10686.0,11332.0
14,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,11987.0,4150.364977952329,3729.202983571726,3515.6771985481773,87539.0,95174.0,87591.0,9598.0,10686.0,11332.0
15,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,13059.0,4150.364977952329,3729.202983571726,3515.6771985481773,87539.0,95174.0,87591.0,9598.0,10686.0,11332.0
16,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,14169.0,4150.364977952329,3729.202983571726,3515.6771985481773,87539.0,95174.0,87591.0,9598.0,10686.0,11332.0
17,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,15178.0,4150.364977952329,3729.202983571726,3515.6771985481773,87539.0,95174.0,87591.0,9598.0,10686.0,11332.0
18,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,16201.0,4150.364977952329,3729.202983571726,3515.6771985481773,87539.0,95174.0,87591.0,9598.0,10686.0,11332.0
19,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,17193.0,4150.364977952329,3729.202983571726,3515.6771985481773,87539.0,95174.0,87591.0,9598.0,10686.0,11332.0
20,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,18413.0,4150.364977952329,3729.202983571726,3515.6771985481773,87539.0,95174.0,87591.0,9598.0,10686.0,11332.0
21,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,19615.0,4150.364977952329,3729.202983571726,3515.6771985481773,87539.0,95174.0,87591.0,9598.0,10686.0,11332.0
22,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,20770.0,4150.364977952329,3729.202983571726,3515.6771985481773,87539.0,95174.0,87591.0,9598.0,10686.0,11332.0
23,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,21912.0,4150.364977952329,3729.202983571726,3515.6771985481773,87539.0,95174.0,87591.0,9598.0,10686.0,11332.0
24,"CREATE INDEX IDX_customer_16 ON CUSTOMER (C_W_ID,C_D_ID,C_ID);","order_line_fillfactor = 90,oorder_fillfactor = 90,customer_fillfactor = 30,enable_parallel_hash = off,stock_fillfactor = 30,shared_buffers = '32GB'",22867.0,8106.128169231384,7306.557962333747,7122.481802237162,12910.0,14812.0,15291.0,4902.0,5442.0,5585.0
25,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,22867.0,4150.364977952329,3729.202983571726,3515.6771985481773,87539.0,95174.0,87591.0,9598.0,10686.0,11332.0
26,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,23960.0,4150.364977952329,3729.202983571726,3515.6771985481773,87539.0,95174.0,87591.0,9598.0,10686.0,11332.0
27,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,25019.0,4150.364977952329,3729.202983571726,3515.6771985481773,87539.0,95174.0,87591.0,9598.0,10686.0,11332.0
28,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,25999.0,4150.364977952329,3729.202983571726,3515.6771985481773,87539.0,95174.0,87591.0,9598.0,10686.0,11332.0
29,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,27076.0,4150.364977952329,3729.202983571726,3515.6771985481773,87539.0,95174.0,87591.0,9598.0,10686.0,11332.0
30,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,28071.0,4150.364977952329,3729.202983571726,3515.6771985481773,87539.0,95174.0,87591.0,9598.0,10686.0,11332.0
31,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,28824.0,4150.364977952329,3729.202983571726,3515.6771985481773,87539.0,95174.0,87591.0,9598.0,10686.0,11332.0
32,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,28800.0,4150.364977952329,3729.202983571726,3515.6771985481773,87539.0,95174.0,87591.0,9598.0,10686.0,11332.0
