step,idxlist,knobs,time_since_start,runtime0,runtime1,runtime2,p990,p991,p992,avg0,avg1,avg2
10,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,5179.0,4186.997173358208,3762.7412292495105,3609.1328656498663,84977.0,100177.0,89730.0,9515.0,10591.0,11042.0
11,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,6275.0,4186.997173358208,3762.7412292495105,3609.1328656498663,84977.0,100177.0,89730.0,9515.0,10591.0,11042.0
12,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,7277.0,4186.997173358208,3762.7412292495105,3609.1328656498663,84977.0,100177.0,89730.0,9515.0,10591.0,11042.0
13,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,8218.0,4186.997173358208,3762.7412292495105,3609.1328656498663,84977.0,100177.0,89730.0,9515.0,10591.0,11042.0
14,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,9176.0,4186.997173358208,3762.7412292495105,3609.1328656498663,84977.0,100177.0,89730.0,9515.0,10591.0,11042.0
15,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,10417.0,4186.997173358208,3762.7412292495105,3609.1328656498663,84977.0,100177.0,89730.0,9515.0,10591.0,11042.0
16,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,11532.0,4186.997173358208,3762.7412292495105,3609.1328656498663,84977.0,100177.0,89730.0,9515.0,10591.0,11042.0
17,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,12445.0,4186.997173358208,3762.7412292495105,3609.1328656498663,84977.0,100177.0,89730.0,9515.0,10591.0,11042.0
18,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,13456.0,4186.997173358208,3762.7412292495105,3609.1328656498663,84977.0,100177.0,89730.0,9515.0,10591.0,11042.0
19,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,14483.0,4186.997173358208,3762.7412292495105,3609.1328656498663,84977.0,100177.0,89730.0,9515.0,10591.0,11042.0
20,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,15646.0,4186.997173358208,3762.7412292495105,3609.1328656498663,84977.0,100177.0,89730.0,9515.0,10591.0,11042.0
21,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,16758.0,4186.997173358208,3762.7412292495105,3609.1328656498663,84977.0,100177.0,89730.0,9515.0,10591.0,11042.0
22,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,17790.0,4186.997173358208,3762.7412292495105,3609.1328656498663,84977.0,100177.0,89730.0,9515.0,10591.0,11042.0
23,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,18812.0,4186.997173358208,3762.7412292495105,3609.1328656498663,84977.0,100177.0,89730.0,9515.0,10591.0,11042.0
24,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,19811.0,4186.997173358208,3762.7412292495105,3609.1328656498663,84977.0,100177.0,89730.0,9515.0,10591.0,11042.0
25,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,20897.0,4186.997173358208,3762.7412292495105,3609.1328656498663,84977.0,100177.0,89730.0,9515.0,10591.0,11042.0
26,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,21956.0,4186.997173358208,3762.7412292495105,3609.1328656498663,84977.0,100177.0,89730.0,9515.0,10591.0,11042.0
27,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,23218.0,4186.997173358208,3762.7412292495105,3609.1328656498663,84977.0,100177.0,89730.0,9515.0,10591.0,11042.0
28,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,24340.0,4186.997173358208,3762.7412292495105,3609.1328656498663,84977.0,100177.0,89730.0,9515.0,10591.0,11042.0
29,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,25363.0,4186.997173358208,3762.7412292495105,3609.1328656498663,84977.0,100177.0,89730.0,9515.0,10591.0,11042.0
30,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,26511.0,4186.997173358208,3762.7412292495105,3609.1328656498663,84977.0,100177.0,89730.0,9515.0,10591.0,11042.0
31,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,27450.0,4186.997173358208,3762.7412292495105,3609.1328656498663,84977.0,100177.0,89730.0,9515.0,10591.0,11042.0
32,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,28456.0,4186.997173358208,3762.7412292495105,3609.1328656498663,84977.0,100177.0,89730.0,9515.0,10591.0,11042.0
33,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,28887.0,4186.997173358208,3762.7412292495105,3609.1328656498663,84977.0,100177.0,89730.0,9515.0,10591.0,11042.0
34,"CREATE INDEX IDX_district_2 ON DISTRICT (D_W_ID,D_ID);",item_fillfactor = 90,28800.0,4186.997173358208,3762.7412292495105,3609.1328656498663,84977.0,100177.0,89730.0,9515.0,10591.0,11042.0
